UNIQUE IDENTIFICATION,CODE,COMBINATION,INDIVIDUAL OFFER,QUANTITY,AQUISTION,REACTIVATION,RETENTION,TOTAL REDEMPTIONS,SALES,MARGIN,TICKET,MARGIN %,MARKDOWN 
218,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,594",1,0,7,8,$565.98,$147.61,$70.75,26.1%,$118.36
218,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,594",0,1,6,7,$595.62,$70.66,$85.09,11.9%,$128.90
141,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"16,616",0,0,5,5,$322.48,$318.30,$64.50,98.7%,$27.50
141,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,616",0,2,0,2,-$21.28,-$18.72,-$10.64,88.0%,-$9.88
141,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,616",1,5,50,56,"$3,981.70",$850.29,$71.10,21.4%,$713.45
4195,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,712",0,0,1,1,$13.71,$10.04,$13.71,73.2%,-$5.74
4195,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,712",16,47,342,405,"$15,287.53","$4,750.77",$37.75,31.1%,"$3,286.10"
4195,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"16,712",0,1,0,1,$66.50,$66.50,$66.50,100.0%,$7.50
4195,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,712",0,0,1,1,$19.58,$3.46,$19.58,17.7%,-$0.14
4195,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,712",2,1,21,24,"$1,017.39",$263.94,$42.39,25.9%,$144.10
20,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,713",1,9,66,76,"$3,833.22",$975.34,$50.44,25.4%,$786.27
20,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,713",0,0,35,35,"$2,267.90",$384.16,$64.80,16.9%,$415.69
4144,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"16,760",1,3,53,57,"$2,633.32",$660.59,$46.20,25.1%,$401.84
4144,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"16,760",0,0,1,1,$10.50,$10.50,$10.50,100.0%,$3.50
13,8946B,$10 OFF $60,$10 OFF $60,"16,787",0,1,45,46,"$3,546.02",$765.99,$77.09,21.6%,$459.99
9010,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,830",0,1,36,37,"$2,411.90",$495.20,$65.19,20.5%,$423.19
9059,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,833",0,1,19,20,"$2,022.32",$354.87,$101.12,17.5%,$365.91
4396,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,853",0,3,8,11,$468.52,$87.58,$42.59,18.7%,$151.61
4396,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"16,853",0,0,1,1,$10.50,$10.50,$10.50,100.0%,$3.50
4396,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,853",0,0,1,1,-$3.96,-$0.12,-$3.96,3.0%,-$4.50
4396,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,853",9,12,64,85,"$3,293.00",$842.55,$38.74,25.6%,$473.73
4306,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"16,860",0,2,11,13,$500.67,$150.01,$38.51,30.0%,$90.17
4443,8946B,$10 OFF $60,$10 OFF $60,"16,872",0,3,33,36,"$2,336.56",$448.44,$64.90,19.2%,$359.99
62,8958H,10% OFF PURCHASE / 50% OFF PETWASH,10% OFF PURCHASE,"16,894",0,0,1,1,-$4.48,-$2.29,-$4.48,51.1%,-$0.50
62,8958H,10% OFF PURCHASE / 50% OFF PETWASH,10% OFF PURCHASE,"16,894",0,2,28,30,"$2,055.84",$615.03,$68.53,29.9%,$192.56
7018,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"16,907",0,0,2,2,$37.90,$11.13,$18.95,29.4%,$10.50
4249,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"16,908",0,1,0,1,$80.00,$80.00,$80.00,100.0%,$5.00
4249,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,908",0,0,1,1,-$17.98,-$1.62,-$17.98,9.0%,-$2.00
4249,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,908",0,14,108,122,"$4,059.18",$792.13,$33.27,19.5%,$584.41
9058,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"16,959",0,0,1,1,$10.50,$10.50,$10.50,100.0%,$3.50
9058,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"16,959",0,0,15,15,"$1,203.47",$261.49,$80.23,21.7%,$268.78
165,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,037",0,1,4,5,$237.24,$112.60,$47.45,47.5%,$21.20
165,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"17,037",0,0,3,3,$159.00,$157.90,$53.00,99.3%,$16.00
165,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,037",0,2,20,22,"$1,415.19",$307.29,$64.33,21.7%,$262.89
4340,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"17,085",3,13,63,79,"$4,654.54","$1,440.37",$58.92,30.9%,$499.82
4452,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"17,118",1,4,26,31,"$1,854.70",$438.90,$59.83,23.7%,$207.71
4452,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"17,118",1,1,15,17,"$1,066.42",$277.69,$62.73,26.0%,$136.00
8015,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"17,159",0,0,1,1,$36.00,$36.00,$36.00,100.0%,$12.00
8015,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"17,159",0,1,1,2,$57.67,$13.64,$28.84,23.7%,$10.75
8052,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"17,227",0,1,2,3,-$9.96,-$8.37,-$3.32,84.0%,-$10.30
8052,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"17,227",1,5,79,85,"$4,884.99","$1,616.07",$57.47,33.1%,$820.57
8052,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"17,227",0,0,3,3,$274.50,$274.50,$91.50,100.0%,$10.50
7010,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"17,267",0,0,3,3,$338.75,$338.75,$112.92,100.0%,$76.25
7010,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"17,267",0,0,11,11,$508.72,$162.57,$46.25,32.0%,$93.95
45,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"17,301",0,0,2,2,$142.00,$142.00,$71.00,100.0%,$27.00
45,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"17,301",1,1,19,21,$993.53,$168.43,$47.31,17.0%,$173.88
4105,8945C,10% OFF PURCHASE / 25% OFF PETWASH,10% OFF PURCHASE,"17,333",0,0,1,1,$7.00,$7.00,$7.00,100.0%,$7.00
4105,8945C,10% OFF PURCHASE / 25% OFF PETWASH,10% OFF PURCHASE,"17,333",1,7,25,33,"$1,514.19",$464.79,$45.88,30.7%,$164.49
15,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"17,395",0,6,15,21,"$1,062.63",$260.68,$50.60,24.5%,$121.52
15,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"17,395",0,0,22,22,"$1,186.57",$324.93,$53.94,27.4%,$176.00
4156,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"17,480",0,0,2,2,$106.50,$106.50,$53.25,100.0%,$25.50
4156,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"17,480",0,1,3,4,$186.62,$51.31,$46.66,27.5%,$20.01
68,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,530",0,0,1,1,$62.98,$8.02,$62.98,12.7%,$7.00
68,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"17,530",0,1,1,2,$21.00,$21.00,$10.50,100.0%,$7.00
68,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,530",0,2,98,100,"$5,867.17","$1,276.36",$58.67,21.8%,"$1,076.73"
117,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"17,531",0,1,5,6,$350.37,$334.96,$58.40,95.6%,$27.25
117,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,531",0,0,1,1,$7.85,-$25.04,$7.85,-319.0%,-$4.36
117,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,531",2,9,126,137,"$10,687.15","$2,494.85",$78.01,23.3%,"$1,981.00"
4019,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"17,537",2,1,18,21,"$1,399.46",$389.72,$66.64,27.8%,$156.76
4222,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"17,607",1,0,12,13,$716.58,$190.14,$55.12,26.5%,$110.58
9044,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,612",1,0,12,13,$633.23,$100.20,$48.71,15.8%,$142.20
9044,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,612",0,4,37,41,"$3,583.42",$650.97,$87.40,18.2%,$713.62
4184,8946B,$10 OFF $60,$10 OFF $60,"17,661",0,0,1,1,$77.98,$9.46,$77.98,12.1%,$10.00
4184,8946B,$10 OFF $60,$10 OFF $60,"17,661",1,1,50,52,"$3,555.22",$915.33,$68.37,25.7%,$490.00
4317,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"17,661",0,0,3,3,$116.98,$25.66,$38.99,21.9%,$13.00
4317,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"17,661",0,0,2,2,$234.52,$62.09,$117.26,26.5%,$16.00
59,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"17,693",0,0,1,1,$54.75,$54.75,$54.75,100.0%,$7.50
59,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,693",0,0,3,3,$31.15,$14.06,$10.38,45.1%,-$11.62
59,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,693",1,10,122,133,"$8,710.63","$1,534.56",$65.49,17.6%,"$1,680.08"
4485,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"17,759",1,3,96,100,"$5,151.80","$1,234.98",$51.52,24.0%,$885.40
4485,8962Z,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,25% OFF PETWASH OR GROOMING ADD ON,"17,759",0,1,1,2,$132.06,$129.00,$66.03,97.7%,$10.38
9032,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,772",0,1,0,1,-$18.73,-$5.54,-$18.73,29.6%,-$6.25
9032,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,772",8,7,92,107,"$4,735.37","$1,125.68",$44.26,23.8%,$902.93
9032,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"17,772",1,0,1,2,$17.25,$17.25,$8.63,100.0%,$5.75
9032,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,772",0,0,1,1,-$15.28,-$7.84,-$15.28,51.3%,-$1.70
9032,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,772",7,8,71,86,"$3,970.20",$861.53,$46.17,21.7%,$601.74
4347,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"17,775",0,0,10,10,$407.43,$132.39,$40.74,32.5%,$54.41
4234,8960S,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF FULL SERVICE GROOM,"17,785",1,0,3,4,$262.06,$256.39,$65.52,97.8%,$73.50
4234,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"17,785",0,1,8,9,$399.20,$107.39,$44.36,26.9%,$69.48
207,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"17,801",0,0,7,7,$418.56,$408.94,$59.79,97.7%,$29.63
207,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,801",0,0,1,1,-$59.98,-$6.21,-$59.98,10.4%,-$15.00
207,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,801",0,1,68,70,"$4,886.98",$982.65,$69.81,20.1%,$951.59
4527,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,809",2,3,147,152,"$6,777.73","$1,648.96",$44.59,24.3%,"$1,279.72"
4527,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"17,809",0,0,5,5,$296.08,$296.08,$59.22,100.0%,$32.50
4527,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,809",0,0,1,1,$5.50,$1.04,$5.50,18.9%,-$7.50
4527,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,809",0,1,45,46,"$2,548.39",$711.59,$55.40,27.9%,$417.56
7017,8956T,25% OFF TOYS AND TREATS / 25% OFF FULL SERVICE GROOM,25% OFF TOYS AND TREATS,"17,823",1,0,6,7,$277.63,$105.64,$39.66,38.1%,$52.45
4038,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,853",0,9,61,70,"$2,823.46",$710.65,$40.34,25.2%,$512.39
4393,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,876",6,3,57,66,"$3,575.47",$899.33,$54.17,25.2%,$549.03
4577,8956S,SN 10% OFF / SL $8 off $40,SN 10% OFF,"17,927",0,1,14,15,$707.42,$202.66,$47.16,28.6%,$78.65
4577,8962Y,SN 10% OFF / SL $8 off $40,SL $8 off $40,"17,927",0,0,11,11,$695.08,$179.09,$63.19,25.8%,$90.00
4486,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"17,945",0,1,2,3,$232.25,$57.71,$77.42,24.8%,$36.69
89,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,953",0,1,10,11,$545.43,$47.75,$49.58,8.8%,$97.87
89,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"17,953",0,0,2,2,$21.00,$21.00,$10.50,100.0%,$7.00
89,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,953",0,4,27,31,"$2,366.60",$427.29,$76.34,18.1%,$482.69
9036,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,953",0,1,19,20,$786.61,$178.90,$39.33,22.7%,$127.31
7,8945C,10% OFF PURCHASE / 25% OFF PETWASH,10% OFF PURCHASE,"17,969",0,0,12,12,$531.74,$124.31,$44.31,23.4%,$58.37
7,8955P,10% OFF PURCHASE / 25% OFF PETWASH,25% OFF PETWASH,"17,969",0,0,1,1,$0.00,$0.00,$0.00,0.0%,$1.25
128,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"17,971",0,1,2,3,$220.50,$219.49,$73.50,99.5%,$9.50
128,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"17,971",0,4,50,54,"$3,733.49",$772.66,$69.14,20.7%,$702.20
244,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"18,013",14,23,276,313,"$16,503.95","$4,184.15",$52.73,25.4%,"$3,314.69"
244,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"18,013",0,0,2,2,$21.00,$21.00,$10.50,100.0%,$7.00
244,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"18,013",0,2,24,26,"$1,200.01",$236.85,$46.15,19.7%,$198.07
4074,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"18,026",0,0,2,2,$35.75,$29.57,$17.88,82.7%,-$8.80
4074,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"18,026",4,6,156,166,"$9,694.56","$2,215.08",$58.40,22.8%,"$1,045.86"
4267,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"18,060",0,4,59,63,"$3,082.93",$748.99,$48.94,24.3%,$657.55
4267,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"18,060",0,3,1,4,$295.50,$291.34,$73.88,98.6%,$17.50
4267,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"18,060",0,2,18,20,"$1,014.62",$232.08,$50.73,22.9%,$158.64
4255,8957E,10% OFF PURCHASE / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF PURCHASE,"18,072",0,0,4,4,$227.46,$55.38,$56.87,24.3%,$25.30
4198,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"18,131",1,1,19,21,"$1,540.34",$446.90,$73.35,29.0%,$270.71
4198,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"18,131",0,1,1,2,$101.50,$101.50,$50.75,100.0%,$7.50
4198,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"18,131",0,1,1,2,-$191.96,-$50.83,-$95.98,26.5%,-$48.00
4198,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"18,131",7,14,181,202,"$12,333.97","$3,186.99",$61.06,25.8%,"$2,142.61"
214,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"18,136",0,0,1,1,$10.50,$10.50,$10.50,100.0%,$3.50
214,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"18,136",0,5,61,66,"$3,737.84",$881.80,$56.63,23.6%,$636.82
4308,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"18,170",0,0,1,1,-$30.76,-$13.54,-$30.76,44.0%,-$3.60
4308,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"18,170",1,1,38,40,"$1,450.14",$440.40,$36.25,30.4%,$168.15
175,8946B,$10 OFF $60,$10 OFF $60,"18,173",0,0,1,1,-$10.05,-$5.24,-$10.05,52.1%,-$1.93
175,8946B,$10 OFF $60,$10 OFF $60,"18,173",0,0,50,50,"$3,255.78",$700.00,$65.12,21.5%,$469.99
4653,8959T,10% OFF FOOD & LITTER / 25% OFF PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER,"18,279",0,2,6,8,$393.53,$96.45,$49.19,24.5%,$63.51
8041,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"18,296",1,4,34,39,"$1,800.21",$497.66,$46.16,27.6%,$200.92
4159,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"18,330",0,1,7,8,$695.18,$675.59,$86.90,97.2%,$47.50
4159,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"18,330",1,3,59,63,"$3,698.97",$712.77,$58.71,19.3%,$666.91
4609,8948G,10% OFF PURCHASE,10% OFF PURCHASE,"18,356",2,4,10,16,$885.75,$262.45,$55.36,29.6%,$92.82
151,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"18,381",0,1,2,3,$128.06,$22.10,$42.69,17.3%,$19.15
151,8961H,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,25% PETWASH OR GROOMING ADD ON,"18,381",1,0,3,4,$289.73,$277.85,$72.43,95.9%,$22.25
151,8956Z,10% OFF FOOD & LITTER / 25% OFF HARDGOODS/ 25% PETWASH OR GROOMING ADD ON,10% OFF FOOD & LITTER / 25% OFF HARDGOODS,"18,381",0,0,2,2,-$2.34,-$5.02,-$1.17,214.5%,-$3.00
